sample_id,dataset_part,source,url,published_at,published_year,published_month,title,text_fragment,entity_mention,entity_norm,risk_type_candidate,found_risk_keywords,risk_type,entity_relevance,alert_flag,alert_reason,label_quality,risk_score_v1,split,review_status,review_comment
sample_000013,natural_sample,ods_tass,https://tass.ru/ekonomika/1813996,1425689113,2015,3,"""Мечел"" удивлен намерением ВТБ подать иск о банкротстве компании","""Мечел"" удивлен намерением ВТБ подать иск о банкротстве компании nВ настоящее время ""Мечел"" является одной из самых закредитованных российских металлургических компаний. По состоянию на 13 января 2015 года долг ""Мечела"", по данным компании, составлял 6,44 млрд долларов, из них около 70% приходится на три госбанка: Газпромбанк, Сбербанк и ВТБ. Сейчас горно-металлургический холдинг ведет сложные переговоры с кредиторами о реструктуризации долга.",Газпромбанк,Газпромбанк,legal_regulatory,иск,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000014,natural_sample,buriy,http://www.itar-tass.com/ekonomika/1438461?utm_medium=rss20,1410531231,2014,9,Греф: внешние рынки закрыты для российских банков,"Греф: внешние рынки закрыты для российских банков Сбербанк не исключает привлечения валютного фондирования от ЦБ, указал Греф. Как ранее сегодня сообщали ИТАР-ТАСС два источника, близкие к двум банкам, попавших под санкции (Сбербанк, ВТБ, Газпромбанк, РСХБ и ВЭБ), ужесточение санкций ЕС на российские банки не повлияет, занимать на западных рынках невозможно фактически с марта, когда геополитическая ситуация только начала ухудшаться. Рост ставок Вместе с тем, Сбербанк не исключает роста ставок по валютным вкладам и депозитам.",Газпромбанк,Газпромбанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Газпромбанк.",ok,95,train,manual_checked,
sample_000017,natural_sample,taiga_fontanka,http://www.fontanka.ru/2010/02/02/051/,1265115720,2010,2,Банки потеряли 10 миллиардов,"Банки потеряли 10 миллиардов Три кредитные организации зафиксировали убыток, одна («Петро-Аэро-банк») прекратила существование. Но доходность потеряли практически все лидеры рынка: прибыль «ВТБ Северо-Запад» (бывший ПСБ) сократилась в три с половиной раза, банка «Санкт-Петербург» - более чем в два раза. С убытком в 10,2 млрд рублей закончил год «КИТ Финанс», который в течение нескольких предшествующих кризису лет лидировал по росту прибыли.",ПСБ,Промсвязьбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000019,natural_sample,ods_tass,https://tass.ru/ekonomika/5380787,1531849351,2018,7,"В ВТБ заявили, что личные данные клиентов не попадали в открытый доступ","В ВТБ заявили, что личные данные клиентов не попадали в открытый доступ МОСКВА, 17 июля. /ТАСС/.",ВТБ,ВТБ,data_leak_security,данные клиентов,data_leak_security,direct,1,В публикации обсуждается риск утечки данных клиентов ВТБ.,ok,100,train,manual_checked,
sample_000020,natural_sample,ods_tass,https://tass.ru/ekonomika/4128417,1490638061,2017,3,"Два отделения Сбербанка на Украине возобновили работу, три остаются заблокированы","Два отделения Сбербанка на Украине возобновили работу, три остаются заблокированы Радикалы блокируют вход в финучреждения, строят у дверей баррикады, обливают краской окна и двери, призывая украинцев забирать из банков деньги. nПод давлением националистов президент Петр Порошенко 16 марта ввел в действие санкции в отношении пяти банков с российским капиталом (Сбербанк, Проминвестбанк, ВТБ, БМ Банк и VS Bank) сроком на год. Санкции предполагают, в частности, запрет на вывод средств за пределы Украины, а также на выплату дивидендов, процентов, возвращения межбанковских депозитов и кредитов, средств с корреспондентских счетов субординированного долга.",Сбербанк,Сбербанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Сбербанк.",ok,95,train,manual_checked,
sample_000021,natural_sample,telegram_contest,http://www.finmarket.ru/analytics/5121183,1574329860,2019,11,Цены рублевых корпоративных бондов в четверг могут слегка снизиться,Цены рублевых корпоративных бондов в четверг могут слегка снизиться Ставка первого купона установлена на уровне 13% годовых. Совкомбанк планирует 22 ноября провести размещение 3-летних облигаций серии FIZL1 объемом 500 млн рублей. Выпуск будет размещен по открытой подписке.,Совкомбанк,Совкомбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000022,natural_sample,lenta,https://lenta.ru/news/2014/08/22/sanctions/,1408665600,2014,8,США предложили Китаю поддержать санкции против России,"США предложили Китаю поддержать санкции против России При этом он заявил, что сожалеет о том, что дело дошло до санкций, и высказал пожелание, чтобы Москва и Вашингтон вернулись к «более конструктивным отношениям». В конце июля Соединенные Штаты ввели секторальные санкции против российских компаний «Новатэк», «Роснефть», Внешэкономбанк, Газпромбанк, «Банк Москвы», ВТБ, Россельхозбанк из-за политики Москвы в отношении Киева. Активы этих компаний не будут заморожены, но американским компаниям и гражданам отныне запрещено инвестировать в новые акции и облигации этих структур.",Россельхозбанк,Россельхозбанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Россельхозбанк.",ok,95,train,manual_checked,
sample_000025,natural_sample,taiga_fontanka,http://www.fontanka.ru/2016/08/03/074/,1470228720,2016,8,Банкоматы Альфа-Банка установлены на станциях Санкт-Петербургского метрополитена,"Банкоматы Альфа-Банка установлены на станциях Санкт-Петербургского метрополитена Уверен, что жители и гости Санкт-Петербурга по достоинству оценят удобство работы с Альфа-Банком без дополнительных временных затрат на дорогу к отделению банка или к ближайшему банкомату», — говорит начальник управления по развитию систем самообслуживания Альфа-Банка Максим Дарёшин. На сегодняшний день у Альфа-Банка общая объединенная банкоматная сеть с действующими партнёрами, а это: Промсвязьбанк, МДМ Банк, Росбанк, УБРиР, Россельхозбанк, МОСКОВСКИЙ КРЕДИТНЫЙ БАНК, Газпромбанк и БИНБАНК насчитывает более 24,7 тысяч устройств, расположенных более чем в 2,8 тыс. населённых пунктов России. А с МДМ Банком, УБРиР, МОСКОВСКИМ КРЕДИТНЫМ БАНКОМ (только для физических лиц) и с БИНБАНКОМ Альфа-Банк сотрудничает ещё и на внесение наличных.",Россельхозбанк,Россельхозбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000027,natural_sample,lenta,https://lenta.ru/news/2019/08/15/depo/,1565827200,2019,8,Ставки по рублевым вкладам резко опустились,"Ставки по рублевым вкладам резко опустились На ситуацию повлияли снижения в июне и июле ключевой ставки ЦБ до итоговых 7,25 процента годовых. В топ-10 российских банков по объемам рублевых вкладов населения на данный момент входят Альфа-Банк, ВТБ, Газпромбанк, Московский Кредитный Банк, «Открытие», Промсвязьбанк, Райффайзенбанк, Россельхозбанк, Сбербанк, Совкомбанк. Самое низкое значение максимальной ставки по вкладам в России зафиксировано в июне 2018 года (6,05 процента), самое высокое — в декабре 2014-го (15,635 процента).",Промсвязьбанк,Промсвязьбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000028,natural_sample,buriy,http://top.rbc.ru/business/18/12/2014/5492d0a59a794767301cc0c7,1418908524,2014,12,Задолженность авиакомпании Utair превысила 167 млрд руб.,"Задолженность авиакомпании Utair превысила 167 млрд руб. Большая часть долга (более 90%) номинирована в иностранной валюте. Один из крупнейших кредиторов – Альфа-банк – подал несколько исков к Utair, требуя с него $42,4 млн (и проценты $510 тыс.) и 116 млн руб. (и проценты 545 тыс. руб.). Другим крупнейшим кредитором, который подал иски в суд, является лизинговая компания «ЮГРА СПб», долг перед которой составляет 1,3 млрд руб.",Альфа-банк,Альфа-Банк,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000029,natural_sample,buriy,http://www.gazeta.ru/auto/2014/09/12_a_6210661.shtml,1410500490,2014,9,Санкции не пускают автопроизводителей в Крым,"Санкции не пускают автопроизводителей в Крым — Это прежде всего мост через Керченский пролив – паромами в больших количествах ввозить автомобили не очень удобно». По мнению аналитика «ВТБ Капитала» Владимира Беспалова, существует большая неопределенность с точки зрения возможных санкций, которые могут коснуться и автопроизводителей. «Кроме того, рынок в Крыму очень маленький по объему, поэтому создавать там инфраструктуру невыгодно, — рассказал «Газете.",ВТБ,ВТБ,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000030,natural_sample,telegram_contest,http://www.finmarket.ru/analytics/5229396,1588270440,2020,4,Золото во 2 квартале 2020г может подорожать до 1850-1900 долл./унц. - Промсвязьбанк,"Золото во 2 квартале 2020г может подорожать до 1850-1900 долл./унц. - Промсвязьбанк Золото во 2 квартале 2020г может подорожать до 1850-1900 долл./унц., сообщается в обзоре Промсвязьбанка. ""Ухудшение экономических перспектив и неопределенности при смягчении монетарной политики - это поворотный момент для восходящей динамики цен золота"", - отмечают эксперты банка.",Промсвязьбанк,Промсвязьбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000031,natural_sample,ods_tass,https://tass.ru/ekonomika/6457840,1558544870,2019,5,Банк России в июле может начать тестировать платежи по QR-коду,"Банк России в июле может начать тестировать платежи по QR-коду Систему для всех клиентов 11 банков - участников системы начали внедрять в конце февраля. В ней, в частности, участвуют ВТБ, Альфа-банк, Тинькофф банк, Газпромбанк, Промсвязьбанк, Райффайзенбанк, Росбанк, Совкомбанк и другие. В дальнейшем участие в Системе быстрых платежей планируется сделать обязательным для всех банков, в том числе для крупнейшего - Сбербанка.",Альфа-банк,Альфа-Банк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000032,natural_sample,telegram_contest,https://368.media/2019/11/21/sberbank-hochet-otsudit-u-elektrotyazhmash-polmilliarda-griven/,1574321350,2019,11,«Сбербанк» хочет отсудить у «Электротяжмаш» полмиллиарда гривен,«Сбербанк» хочет отсудить у «Электротяжмаш» полмиллиарда гривен «Сбербанк» подал иск в Хозсуд Харьковской области о взыскании с ГП «Завод «Электротяжмаш» 500 млн гривен задолженности. Об этом пишет Finbalance.,Сбербанк,Сбербанк,legal_regulatory,иск,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000033,natural_sample,ods_tass,https://tass.ru/ekonomika/5076836,1522323632,2018,3,"Почта банк отказался от исковых требований к ""Тинькофф банку""","Почта банк отказался от исковых требований к ""Тинькофф банку"" nДоговор между банками предоставляет право ""Тинькофф банку"" использовать бренд ""Лето"" на территории Санкт-Петербурга и Ленобласти при оплате вознаграждения в пользу Почта банка, добавили в пресс-службе, не уточнив сумму вознаграждения за использование товарного знака. nВ феврале Почта банк подал иск на ""Тинькофф банк"", подробности иска не раскрывались. nПочта банк, созданный на основе ""Лето банка"", владеет данным торговым знаком.",Тинькофф банк,Т-Банк,legal_regulatory,иск,legal_regulatory,direct,1,В публикации найден юридический или регуляторный риск для Т-Банк.,ok,90,train,manual_checked,
sample_000034,natural_sample,lenta,https://lenta.ru/news/2011/03/02/rts/,1299024000,2011,3,"Из расчета индекса РТС исключили акции ""Вимм-Билль-Данна""","Из расчета индекса РТС исключили акции ""Вимм-Билль-Данна"" Что касается ""Вимм-Билль-Данна"", то молочная компания вышла из расчета индекса РТС из-за того, что была приобретена американской Pepsi. Место указанных компаний в индексе РТС займут ТНК-ВР, группа компания ПИК, банк Санкт-Петербург, а также ""Мостотрест"" и ""Московская объединенная электросетевая компания"". Измененные списки будут действовать с 16 марта по 15 июня 2011 года.",банк Санкт-Петербург,Банк Санкт-Петербург,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000035,natural_sample,lenta,https://lenta.ru/news/2011/04/15/rouble/,1302825600,2011,4,Россия введет в обращение монету-четвертак,"Россия введет в обращение монету-четвертак В частности, будут выпущены монеты номиналом 3, 50, 100 и 1000 рублей. Ранее сообщалось, что Сбербанк намерен получить миллиард рублей чистой прибыли от программы реализации монет, посвященных Олимпийским играм 2014 года в Сочи. Сбербанк, напомним, является обладателем эксклюзивного права на реализацию драгоценных монет с олимпийской символикой.",Сбербанк,Сбербанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000036,natural_sample,lenta,https://lenta.ru/news/2016/02/20/600bln/,1455926400,2016,2,ЦБ выделит системно значимым банкам 600 миллиардов рублей,"ЦБ выделит системно значимым банкам 600 миллиардов рублей 20 октября 2015 года ЦБ опубликовал список системно значимых банков, на которые распространяются требования к соблюдению показателя краткосрочной ликвидности и достаточности капитала в соответствии с правилами «Базель-3». В перечень вошли Сбербанк, Газпромбанк, ВТБ, Альфа-банк, «Открытие», Росбанк, Промсвязьбанк, Райффайзенбанк, «Юникредит» и Россельхозбанк. Третья часть Базельского соглашения была разработана в ответ на недостатки в финансовом регулировании, выявленные кризисом конца 2000-х годов.",Росбанк,Росбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000038,natural_sample,buriy,http://rbcdaily.ru/industry/562949996184187,1437341100,2015,7,Online-заголовок,"Online-заголовок При анализе учитывались только компании из топ-100 по количеству закупленных на ТВ так называемых пунктов рейтинга (условные единицы при продаже телерекламы, отражающие количество зрителей, увидевших стандартный 30-секундный ролик). Полностью отказались от рекламы по итогам полугодия пять компаний: автопроизводитель PSA Peugeot Citroen, производитель препаратов «Валента Фарм», Нижегородский масложировой комбинат и банки Тинькофф Банк и Восточный экспресс банк. Еще у двух компаний — автоконцерна General Motors и производителя бытовой техники и электроники LG Electronics — зафиксировано символическое количество рекламного инвентаря (их бренды могли быть задействованы в рекламных акциях других компаний и тем самым попасть в мониторинг), поэтому можно утверждать, что они также отказались от телерекламы.",Тинькофф Банк,Т-Банк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000040,natural_sample,telegram_contest,https://tproger.ru/events/corporate-devops-2019/,1573836381,2019,11,"26 ноября, Москва: конференция «Корпоративный DevOps 2019»","26 ноября, Москва: конференция «Корпоративный DevOps 2019» 26 ноября в Москве пройдёт конференция «Корпоративный DevOps 2019». Опытные спикеры из «Тинькофф», «Спортмастера», Cleverics, Home Credit и других российских и зарубежных компаний поговорят о месте DevOps в современном бизнесе и роли методологии в цифровой трансформации. Эксперты на реальных кейсах и собственном опыте объяснят суть идеологии, расскажут о методах погружения в DevOps и связи с другими направлениями современного цифрового бизнеса.",Тинькофф,Т-Банк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000041,natural_sample,lenta,https://lenta.ru/news/2011/09/05/miel/,1315180800,2011,9,"Росбанк потребовал банкротства пяти ""дочек"" ""МИЭЛЬ""","Росбанк потребовал банкротства пяти ""дочек"" ""МИЭЛЬ"" Арбитражный суд Москвы зарегистрировал заявления Росбанка о несостоятельности (банкротстве) пяти компаний, входящих в инвестиционно-девелоперский холдинг ""МИЭЛЬ"". Росбанк требует ввести процедуру наблюдения в ЗАО ""Барвиха-Вилладж"", ЗАО ""Миэль-Недвижимость"", ЗАО ""Золотая Миля"", ООО ""Миэль ЗС"" и ЗАО ""Миэль-Инвестиции в загородную недвижимость"".",Росбанк,Росбанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000042,natural_sample,taiga_fontanka,http://www.fontanka.ru/2015/02/13/042/,1423824300,2015,2,Сибирский фермер высыпал телегу с навозом перед Сбербанком,"Сибирский фермер высыпал телегу с навозом перед Сбербанком Я вот трактор с телегой навоза подогнал, выгрузил его, плакаты поставил рядом с банковскими дверями, интервью раздаю, это в течение часа происходит или даже дольше, а никто из охраны банка так и не вышел, не поинтересовался, что тут делается», — заявил молодой человек. В пресс-службе Сибирского банка ОАО «Сбербанк России» заявили, что расценивают произошедшее как хулиганство и нанесение оскорбления как сотрудникам банка, так и клиентам.",Сбербанк,Сбербанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000043,natural_sample,buriy,http://oko-planet.su/politik/newsday/255220-mid-rossiya-ne-priznaet-zakonnost-amerikanskih-sankciy.html,1410855840,2014,9,МИД: Россия не признает законность американских санкций.,"МИД: Россия не признает законность американских санкций. По его словам, в Вашингтоне «полностью замкнулись на себя и действуют так, как их собственные инстинкты им подсказывают», – заявил Рябков. В пятницу США ужесточили ограничения по доступу к рынку капитала для ряда банков и компаний РФ, санкции застрагивают Сбербанк, ВТБ и его дочерний Банк Москвы, Газпромбанк, Россельхозбанк, Внешэкономбанк. Позже официальный представитель Госдепартамента США Мари Харф вновь подтвердила ранее озвученную позицию США о том, что если Россия «будет полностью соблюдать 12 пунктов минских договоренностей, санкции могут быть и будут пересмотрены».",Россельхозбанк,Россельхозбанк,sanctions,ограничения; санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Россельхозбанк.",ok,95,train,manual_checked,
sample_000044,natural_sample,lenta,https://lenta.ru/news/2014/08/01/g7/,1406851200,2014,8,«Семерка» запретит Всемирному банку финансировать Россию,"«Семерка» запретит Всемирному банку финансировать Россию Также запрещается заключение новых контрактов на поставку оружия, машинного оборудования, электроники и других товаров двойного назначения. Ранее Соединенные Штаты ввели секторальные санкции против компаний «Новатэк», «Роснефть», Внешэкономбанк, Газпромбанк, «Банк Москвы», ВТБ, Россельхозбанк. Активы этих компаний не будут заморожены, но американским компаниям и гражданам отныне запрещено инвестировать в новые акции и облигации этих структур.",Россельхозбанк,Россельхозбанк,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000045,natural_sample,buriy,http://tass.ru/sport/2377147,1445765516,2015,10,"Более 2,5 тысяч экспонатов собрано для первого в России музея хоккейной славы","Более 2,5 тысяч экспонатов собрано для первого в России музея хоккейной славы Об этом ТАСС рассказала куратор проекта Анна Бруни. Первый в России хоккейный музей будет открыт в ""Парке легенд"" рядом со стадионом ""ВТБ Ледовый дворец"" к чемпионату мира, который пройдет в Москве и Санкт- Петербурге с 6 по 22 мая 2016 года. ""Сбор артефактов для экспозиции идет давно и активно - это, пожалуй, самая масштабная часть работы по открытию музея.",ВТБ,ВТБ,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000046,natural_sample,lenta,https://lenta.ru/news/2015/04/06/sovdirgos/,1428278400,2015,4,«Ведомости» сообщили об усилении контроля за госкомпаниями,"«Ведомости» сообщили об усилении контроля за госкомпаниями По сведениям издания, чиновники возглавят и советы большинства других госкомпаний: глава администрации президента Сергей Иванов станет председателем совета директоров «Ростелекома», Александр Новак — «Транснефти», первый замминистра энергетики Алексей Текслер — «Башнефти», советник президента Андрей Белоусов может возглавить совет директоров «Роснефти». По словам аналитика Сбербанк CIB Валерия Нестерова, назначение крупных чиновников на посты председателей советов директоров логично в условиях кризиса, когда экономика принимает мобилизационные черты и связи государства и госкомпаний становятся более прямыми. По окончании кризиса чиновники вновь покинут советы и будут заниматься своей непосредственной работой, а управлять компаниями будут наемные менеджеры, заявил он изданию.",Сбербанк,Сбербанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
